                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.73432,                 0.3496,                 0.7791,                0.84206,                0.67963,                0.77903,                0.51354,                0.83333,                0.42405,                0.79884,              0.0010396,              0.0010396,              0.0010396
                     36,                0.72715,                0.35039,                0.77756,                0.81336,                0.75776,                0.80494,                0.55925,                0.84395,                0.39912,                0.79787,              0.0010334,              0.0010334,              0.0010334
                     37,                0.73177,                0.35447,                0.78021,                0.82932,                0.68705,                0.76997,                0.52775,                0.82373,                0.40045,                0.79646,              0.0010273,              0.0010273,              0.0010273
                     38,                0.74976,                0.35648,                0.77969,                0.94533,                 0.7179,                0.79673,                0.53303,                 0.8376,                0.40171,                0.79644,              0.0010211,              0.0010211,              0.0010211
                     39,                0.77916,                0.36379,                0.78184,                0.92022,                0.73391,                0.82208,                0.55095,                0.84131,                0.38978,                0.79872,              0.0010149,              0.0010149,              0.0010149
                     40,                0.72949,                0.34685,                0.77962,                0.91785,                0.73975,                0.81202,                0.54557,                0.82352,                0.38246,                0.79759,              0.0010087,              0.0010087,              0.0010087
                     41,                0.69499,                0.33468,                0.77754,                0.92465,                0.72687,                0.80977,                0.56248,                0.78727,                0.36853,                0.79308,              0.0010025,              0.0010025,              0.0010025
                     42,                0.71078,                0.34335,                0.78072,                0.92561,                0.73355,                0.80698,                0.56774,                0.81749,                0.38523,                0.79545,             0.00099631,             0.00099631,             0.00099631
                     43,                0.72855,                0.34947,                0.77646,                0.86009,                0.72748,                0.81093,                0.56373,                0.82133,                0.38312,                 0.7942,             0.00099013,             0.00099013,             0.00099013
                     44,                0.73062,                0.34747,                0.77935,                0.82687,                 0.7634,                0.81325,                0.56766,                0.79261,                 0.3703,                0.79259,             0.00098394,             0.00098394,             0.00098394
                     45,                0.72885,                0.34324,                0.77737,                 0.9154,                 0.7448,                0.83023,                0.57381,                0.82473,                0.36634,                0.79672,             0.00097775,             0.00097775,             0.00097775
                     46,                0.68516,                0.32955,                0.77754,                0.91166,                0.72724,                0.80907,                0.54065,                0.81022,                0.37915,                0.79387,             0.00097156,             0.00097156,             0.00097156
                     47,                0.70188,                0.33502,                0.77824,                0.90945,                0.70599,                0.80749,                0.54707,                0.79657,                0.36594,                0.79441,             0.00096537,             0.00096537,             0.00096537
                     48,                0.67987,                0.32758,                0.77694,                0.90685,                0.72825,                0.81011,                0.56591,                0.79649,                0.37021,                0.79358,             0.00095919,             0.00095919,             0.00095919
                     49,                0.67732,                0.32697,                0.77793,                0.91847,                0.72455,                0.80464,                 0.5588,                0.79151,                0.37624,                0.79429,               0.000953,               0.000953,               0.000953
                     50,                 0.6751,                0.32601,                0.77614,                0.88145,                0.73816,                0.81964,                0.56475,                0.80551,                0.36861,                0.79391,             0.00094681,             0.00094681,             0.00094681
                     51,                0.67475,                0.32082,                0.77635,                0.91741,                0.72611,                0.81488,                0.56563,                0.79137,                0.36621,                 0.7941,             0.00094062,             0.00094062,             0.00094062
                     52,                  0.695,                0.32635,                0.77788,                0.90705,                0.74137,                0.81387,                0.54594,                0.85517,                0.38425,                0.79908,             0.00093444,             0.00093444,             0.00093444
                     53,                0.69552,                0.32907,                 0.7773,                0.94296,                0.72961,                0.80953,                0.57127,                0.82396,                0.38201,                0.79624,             0.00092825,             0.00092825,             0.00092825
                     54,                0.72327,                0.33679,                0.77784,                0.87873,                0.74725,                0.81731,                0.55133,                0.84874,                0.37622,                0.79832,             0.00092206,             0.00092206,             0.00092206
                     55,                0.69089,                0.32534,                0.77689,                0.93555,                0.69392,                0.78932,                0.53743,                0.82086,                0.38559,                0.79683,             0.00091588,             0.00091588,             0.00091588
                     56,                0.69888,                 0.3282,                0.77909,                0.94144,                0.75798,                0.82576,                0.56184,                0.83136,                0.37105,                0.79666,             0.00090969,             0.00090969,             0.00090969
                     57,                0.66996,                0.31921,                0.77478,                0.90783,                0.75182,                0.82105,                 0.5651,                0.82241,                 0.3664,                0.79769,              0.0009035,              0.0009035,              0.0009035
                     58,                0.66755,                0.32022,                0.77496,                 0.8871,                0.75121,                0.80019,                0.55754,                0.83516,                0.37092,                0.79767,             0.00089731,             0.00089731,             0.00089731
                     59,                0.65232,                0.31283,                0.77553,                0.83639,                0.70041,                  0.795,                0.54836,                0.86442,                0.38778,                0.79904,             0.00089112,             0.00089112,             0.00089112
                     60,                0.68326,                0.32533,                0.77545,                0.91271,                0.69867,                0.79984,                0.55767,                0.81234,                0.38418,                0.79773,             0.00088494,             0.00088494,             0.00088494
                     61,                0.65046,                0.31263,                0.77265,                0.87815,                0.68637,                0.79435,                 0.5488,                 0.8033,                0.37718,                0.79521,             0.00087875,             0.00087875,             0.00087875
                     62,                0.65413,                0.31254,                0.77565,                0.92889,                 0.7186,                0.80682,                0.55674,                 0.8131,                0.37566,                0.79396,             0.00087256,             0.00087256,             0.00087256
                     63,                0.64446,                0.31093,                0.77508,                0.88359,                0.71342,                0.78002,                0.55313,                 0.8037,                0.38154,                0.79569,             0.00086637,             0.00086637,             0.00086637
                     64,                0.65003,                0.31494,                0.77424,                0.93856,                0.73289,                0.80265,                0.55038,                0.81573,                0.38216,                0.79551,             0.00086019,             0.00086019,             0.00086019
                     65,                0.66745,                0.32355,                  0.777,                0.93874,                0.71033,                0.80714,                0.55815,                0.82865,                0.38266,                0.79756,               0.000854,               0.000854,               0.000854
                     66,                0.67144,                0.32609,                0.77576,                0.84921,                0.74149,                 0.8139,                0.55791,                0.82709,                0.38386,                0.79703,             0.00084781,             0.00084781,             0.00084781
                     67,                0.68635,                0.33631,                0.77874,                0.89585,                0.73623,                0.81304,                 0.5696,                0.82881,                0.37782,                0.79697,             0.00084162,             0.00084162,             0.00084162
                     68,                0.65405,                  0.316,                0.77566,                0.87996,                0.72306,                0.80938,                0.54764,                0.83394,                0.38097,                0.79631,             0.00083544,             0.00083544,             0.00083544
                     69,                 0.6549,                 0.3161,                0.77569,                0.90138,                0.70053,                0.78786,                0.53029,                0.84354,                0.39019,                0.79811,             0.00082925,             0.00082925,             0.00082925
                     70,                0.70234,                0.32898,                0.77749,                0.94407,                0.73029,                0.82241,                0.57438,                0.81375,                0.36851,                0.79514,             0.00082306,             0.00082306,             0.00082306
                     71,                0.68259,                0.32276,                0.77481,                0.91318,                0.74876,                0.83164,                0.58257,                0.81968,                0.37534,                0.79551,             0.00081688,             0.00081688,             0.00081688
                     72,                0.65864,                0.31093,                0.77348,                0.88816,                0.71493,                0.79353,                 0.5576,                0.82219,                0.37122,                 0.7957,             0.00081069,             0.00081069,             0.00081069
                     73,                0.63129,                0.30286,                0.77435,                0.86205,                0.73168,                0.81715,                  0.552,                0.83765,                0.38723,                0.79612,              0.0008045,              0.0008045,              0.0008045
                     74,                0.65438,                0.30949,                0.77578,                0.87847,                0.73802,                0.80719,                0.55109,                 0.8214,                0.37647,                0.79669,             0.00079831,             0.00079831,             0.00079831
                     75,                0.63213,                0.30114,                0.77478,                  0.944,                0.75965,                0.82866,                0.57509,                0.79691,                0.35639,                 0.7945,             0.00079213,             0.00079213,             0.00079213
                     76,                0.61762,                0.29565,                0.77411,                0.91887,                0.75858,                0.83808,                0.57089,                0.81654,                0.36582,                0.79735,             0.00078594,             0.00078594,             0.00078594
                     77,                0.62677,                 0.2968,                0.77478,                0.89023,                0.73841,                0.80145,                0.56005,                0.82966,                0.36548,                0.79679,             0.00077975,             0.00077975,             0.00077975
                     78,                0.62601,                0.29893,                0.77371,                0.87291,                0.72716,                 0.8139,                0.56086,                 0.8036,                0.36011,                0.79438,             0.00077356,             0.00077356,             0.00077356
                     79,                0.63594,                0.30147,                 0.7736,                0.89411,                0.74181,                0.83602,                0.57484,                0.86466,                0.38015,                0.79856,             0.00076738,             0.00076738,             0.00076738
                     80,                0.63908,                0.30353,                0.77371,                0.90399,                0.73494,                0.81251,                0.54708,                0.83649,                0.36932,                0.79599,             0.00076119,             0.00076119,             0.00076119
                     81,                 0.5919,                0.28524,                0.77316,                0.90391,                0.74865,                0.81116,                0.56359,                0.80738,                0.36164,                 0.7933,               0.000755,               0.000755,               0.000755
                     82,                0.60831,                0.29337,                0.77272,                0.93968,                0.73812,                0.81527,                0.56486,                0.80591,                0.37352,                0.79441,             0.00074881,             0.00074881,             0.00074881
                     83,                0.64423,                0.30716,                0.77549,                0.90392,                 0.7221,                 0.8063,                0.56961,                0.80146,                0.37241,                0.79322,             0.00074263,             0.00074263,             0.00074263
                     84,                0.63632,                 0.3025,                0.77351,                0.92368,                0.74332,                0.80634,                0.57538,                0.79617,                0.35731,                0.79326,             0.00073644,             0.00073644,             0.00073644
                     85,                0.62225,                0.29788,                0.77151,                 0.9446,                0.74322,                0.81397,                0.56477,                0.79923,                0.36463,                 0.7928,             0.00073025,             0.00073025,             0.00073025
                     86,                0.61043,                0.29252,                0.77371,                0.95126,                0.74152,                0.81476,                 0.5654,                0.80974,                0.36925,                0.79396,             0.00072406,             0.00072406,             0.00072406
                     87,                0.59903,                0.28922,                0.77203,                0.95882,                0.75564,                0.82161,                 0.5771,                0.80922,                0.37006,                0.79434,             0.00071788,             0.00071788,             0.00071788
                     88,                0.61304,                0.29122,                0.77259,                0.90743,                0.73821,                0.80941,                0.56096,                0.83255,                0.37235,                0.79564,             0.00071169,             0.00071169,             0.00071169
                     89,                0.59092,                0.28595,                0.77182,                0.92974,                0.74862,                 0.8464,                 0.6015,                0.81546,                0.36285,                0.79559,              0.0007055,              0.0007055,              0.0007055
                     90,                0.63042,                0.29872,                0.77433,                0.82527,                0.68477,                0.76013,                0.51078,                0.90289,                0.38026,                0.79958,             0.00069931,             0.00069931,             0.00069931
                     91,                0.67496,                0.31474,                0.77472,                0.93564,                 0.7308,                0.81054,                0.56302,                0.82502,                0.37626,                0.79558,             0.00069313,             0.00069313,             0.00069313
                     92,                0.65176,                0.30288,                0.77575,                0.96625,                0.72534,                0.81478,                0.58253,                0.80732,                0.36343,                 0.7956,             0.00068694,             0.00068694,             0.00068694
                     93,                0.61105,                0.29491,                 0.7728,                0.94751,                0.73119,                 0.8265,                0.56976,                0.84797,                0.38192,                0.79616,             0.00068075,             0.00068075,             0.00068075
                     94,                0.61331,                0.29303,                0.77431,                0.92338,                0.74293,                 0.8108,                0.56676,                0.80336,                0.36406,                0.79485,             0.00067456,             0.00067456,             0.00067456
                     95,                0.59119,                0.28537,                0.77366,                0.90052,                0.68995,                0.79984,                0.56483,                0.81001,                0.37507,                0.79597,             0.00066838,             0.00066838,             0.00066838
                     96,                0.62632,                0.30131,                0.77456,                0.92233,                 0.7337,                0.81723,                0.55839,                0.81482,                0.36881,                0.79523,             0.00066219,             0.00066219,             0.00066219
                     97,                0.62186,                0.30035,                0.77444,                0.92589,                0.72153,                0.81613,                0.56834,                0.81808,                0.37761,                0.79674,               0.000656,               0.000656,               0.000656
                     98,                0.59975,                0.29035,                0.77228,                0.89388,                0.71136,                 0.8074,                0.56766,                0.81261,                0.37659,                0.79611,             0.00064981,             0.00064981,             0.00064981
                     99,                0.91965,                 1.1314,                0.80389,                0.90238,                0.15073,                0.23918,                0.12523,                 1.8033,                 2.1293,                0.93021,             0.00064362,             0.00064362,             0.00064362
                    100,                 1.2567,                 1.7328,                0.83888,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00063744,             0.00063744,             0.00063744
                    101,                 1.2732,                 1.1056,                0.83622,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00063125,             0.00063125,             0.00063125
                    102,                 1.2052,                0.72965,                0.82207,                0.66664,                0.40686,                 0.4529,                0.28668,                 1.1679,                0.71829,                  0.831,             0.00062506,             0.00062506,             0.00062506
                    103,                 1.0249,                0.61358,                0.80494,                0.71042,                0.55605,                0.57872,                0.36405,                0.96371,                0.55782,                0.81084,             0.00061887,             0.00061887,             0.00061887
                    104,                0.94784,                0.55628,                0.79779,                0.80353,                0.60613,                0.65621,                0.42523,                0.91268,                0.51829,                0.80549,             0.00061269,             0.00061269,             0.00061269
                    105,                 0.9064,                0.52743,                 0.7954,                0.77077,                0.61051,                0.63446,                0.41153,                 0.8932,                0.52134,                0.80736,              0.0006065,              0.0006065,              0.0006065
                    106,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00060031,             0.00060031,             0.00060031
                    107,                0.87485,                 0.4839,                0.79145,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00059413,             0.00059413,             0.00059413
                    108,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00058794,             0.00058794,             0.00058794
                    109,                0.83596,                0.45335,                0.78807,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00058175,             0.00058175,             0.00058175
                    110,                 0.8278,                0.43968,                0.78636,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00057556,             0.00057556,             0.00057556
                    111,                0.81192,                   0.43,                 0.7868,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00056938,             0.00056938,             0.00056938
                    112,                0.82073,                0.42946,                0.78656,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00056319,             0.00056319,             0.00056319
                    113,                0.78989,                 0.4132,                0.78545,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,               0.000557,               0.000557,               0.000557
                    114,                0.80767,                0.40964,                0.78527,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00055081,             0.00055081,             0.00055081
                    115,                0.77178,                0.39694,                0.78424,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00054463,             0.00054463,             0.00054463
                    116,                0.76958,                0.38837,                0.78292,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00053844,             0.00053844,             0.00053844
                    117,                0.76367,                0.38262,                0.78036,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00053225,             0.00053225,             0.00053225
                    118,                0.75128,                0.37696,                0.78474,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00052606,             0.00052606,             0.00052606
                    119,                0.75874,                0.38022,                0.78203,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00051988,             0.00051988,             0.00051988
                    120,                0.73361,                 0.3772,                0.78192,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00051369,             0.00051369,             0.00051369
                    121,                0.74487,                0.37101,                0.78138,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              0.0005075,              0.0005075,              0.0005075
                    122,                0.72105,                0.36143,                0.78019,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00050131,             0.00050131,             0.00050131
                    123,                0.71934,                0.35906,                0.77846,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00049513,             0.00049513,             0.00049513
                    124,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00048894,             0.00048894,             0.00048894
                    125,                0.74408,                0.36124,                 0.7821,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00048275,             0.00048275,             0.00048275
                    126,                0.73174,                0.36176,                0.77947,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00047656,             0.00047656,             0.00047656
                    127,                0.70457,                0.34992,                0.78022,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00047038,             0.00047038,             0.00047038
                    128,                0.72202,                0.35267,                0.77915,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00046419,             0.00046419,             0.00046419
                    129,                0.70865,                0.34804,                0.77975,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,               0.000458,               0.000458,               0.000458
                    130,                0.70618,                0.34224,                0.77764,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00045181,             0.00045181,             0.00045181
                    131,                0.68996,                0.33595,                 0.7771,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00044563,             0.00044563,             0.00044563
                    132,                0.68874,                0.33851,                0.77899,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00043944,             0.00043944,             0.00043944
                    133,                0.68202,                0.33714,                0.78011,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00043325,             0.00043325,             0.00043325
                    134,                0.69623,                0.33447,                0.77787,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00042706,             0.00042706,             0.00042706
                    135,                 0.6978,                0.33993,                0.77677,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00042087,             0.00042087,             0.00042087
                    136,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00041469,             0.00041469,             0.00041469
                    137,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              0.0004085,              0.0004085,              0.0004085
                    138,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00040231,             0.00040231,             0.00040231
                    139,                0.67628,                 0.3299,                0.77687,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00039613,             0.00039613,             0.00039613
                    140,                0.67141,                0.32502,                0.77607,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00038994,             0.00038994,             0.00038994
                    141,                0.66897,                0.32143,                0.77936,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00038375,             0.00038375,             0.00038375
                    142,                 0.6764,                0.32648,                0.77565,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00037756,             0.00037756,             0.00037756
                    143,                0.67647,                0.32515,                0.77725,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00037138,             0.00037138,             0.00037138
                    144,                0.67858,                0.32803,                0.77526,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00036519,             0.00036519,             0.00036519
                    145,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,               0.000359,               0.000359,               0.000359
                    146,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00035281,             0.00035281,             0.00035281
                    147,                0.66158,                0.31918,                0.77593,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00034663,             0.00034663,             0.00034663
                    148,                0.65401,                0.31843,                 0.7771,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00034044,             0.00034044,             0.00034044
                    149,                0.64722,                0.31231,                0.77545,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00033425,             0.00033425,             0.00033425
                    150,                0.66216,                0.31913,                0.77675,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00032806,             0.00032806,             0.00032806
                    151,                0.65784,                0.31092,                0.77657,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00032188,             0.00032188,             0.00032188
                    152,                0.64717,                0.31309,                 0.7751,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00031569,             0.00031569,             0.00031569
                    153,                0.64947,                0.31625,                0.77523,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              0.0003095,              0.0003095,              0.0003095
                    154,                0.64621,                 0.3113,                0.77452,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00030331,             0.00030331,             0.00030331
                    155,                0.65711,                0.31513,                0.77771,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00029713,             0.00029713,             0.00029713
                    156,                0.65224,                0.31152,                 0.7738,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00029094,             0.00029094,             0.00029094
                    157,                0.64906,                0.31086,                0.77466,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00028475,             0.00028475,             0.00028475
                    158,                0.63256,                0.30506,                0.77503,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00027856,             0.00027856,             0.00027856
                    159,                0.64594,                0.30679,                0.77369,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00027237,             0.00027237,             0.00027237
                    160,                0.63036,                0.30273,                0.77199,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00026619,             0.00026619,             0.00026619
                    161,                0.63729,                 0.3008,                0.77474,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,                0.00026,                0.00026,                0.00026
                    162,                0.61862,                 0.2998,                0.77408,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00025381,             0.00025381,             0.00025381
                    163,                0.62149,                0.30121,                0.77354,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00024762,             0.00024762,             0.00024762
